family,display_name,node_id,source_url,source_sha256,page_version_badge,inputs,outputs,dynamic_inputs,defaults,animation,arrays_groups,errors,resources,edge_behavior,build_availability,status,prerequisite,fixture
3d,3D Wall Builder,Node_3D_Mesh_Wall_Builder,https://docs.pixel-composer.com/nodes/3d/mesh/creator/3d_mesh_wall_builder.html,59d162358f998e65053028b7433b9e5b4bc6f4fde0906f5f6beacc285c15622c,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""path"",""name"":""Path""},{""type"":""float"",""name"":""Path Scale""},{""type"":""bool"",""name"":""Loop""},{""type"":""int"",""name"":""Segments""},{""type"":""float"",""name"":""Height""},{""type"":""slider"",""name"":""Thickness""},{""type"":""bool"",""name"":""Flip Y""},{""type"":""bool"",""name"":""Material Per Side""},{""type"":""d3material"",""name"":""Side Material""},{""type"":""d3material"",""name"":""Side Material 2""},{""type"":""d3material"",""name"":""Cap Material""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,Mesh Export,Node_3D_Mesh_Export,https://docs.pixel-composer.com/nodes/3d/mesh/exporter/3d_mesh_export.html,e6624467786befe470e6f93f4e14edf163e4511fba5997b47cf3fd08b67d77a5,1.18.0,"[{""type"":""d3mesh"",""name"":""Mesh""},{""type"":""fpath"",""name"":""Paths""},{""type"":""bool"",""name"":""Export Texture""},{""type"":""bool"",""name"":""Invert Uv""},{""type"":""bool"",""name"":""Invert Yz Axis""},{""type"":""bool"",""name"":""Apply Transform""}]",[],[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,Slice Stack,Node_3D_Mesh_Stack_Slice,https://docs.pixel-composer.com/nodes/3d/mesh/exporter/3d_mesh_stack_slice.html,9e8da8956609a8d01d201f58544940d877d44434196c7aa8cf23865e56770d7c,1.18.0,"[{""type"":""d3mesh"",""name"":""Mesh""},{""type"":""vec3"",""name"":""Bbox Padding""},{""type"":""vec2"",""name"":""Output Dimension""},{""type"":""float"",""name"":""Scale""},{""type"":""int"",""name"":""Slices""}]","[{""type"":""surface"",""name"":""Outputs""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,Mesh Vertices,Node_3D_Mesh_Vertex_Points,https://docs.pixel-composer.com/nodes/3d/mesh/exporter/3d_mesh_vertex_points.html,8a6f489266a35c18da317c674ce4bfe0c31b02fac12f82e065caca99c4bc81a7,pre 1.18,"[{""type"":""d3mesh"",""name"":""Mesh""},{""type"":""bool"",""name"":""Remove Overlap""},{""type"":""bool"",""name"":""Apply Transform""}]","[{""type"":""float"",""name"":""Positions""},{""type"":""float"",""name"":""Normals""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Json,Node_3D_Mesh_Json,https://docs.pixel-composer.com/nodes/3d/mesh/importer/3d_mesh_json.html,d701c317f15accd342fab17171a12a0688de01b6bcddedb559354c85441dc1f9,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""bool"",""name"":""Reset Origin""},{""type"":""fpath"",""name"":""File Path""},{""type"":""float"",""name"":""Import Scale""},{""type"":""enum"",""name"":""Axis""},{""type"":""bool"",""name"":""Flip Uv""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]","[{""type"":""d3material"",""name"":""Material""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Object,Node_3D_Mesh_Obj,https://docs.pixel-composer.com/nodes/3d/mesh/importer/3d_mesh_obj.html,4c328a6f9ccbd48e956fdbaf9e7ca0132e5b4d7ddb8ed72b61614ea5fd969a50,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""fpath"",""name"":""File Path""},{""type"":""float"",""name"":""Import Scale""},{""type"":""enum"",""name"":""Axis""},{""type"":""bool"",""name"":""Flip Uv""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]","[{""type"":""d3material"",""name"":""Material""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Cone,Node_3D_Mesh_Cone,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_cone.html,d7097183778939da4f06e1f08ac9e4ae1b595ec65cf867d5846f9e870b36d398,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""int"",""name"":""Side""},{""type"":""bool"",""name"":""Smooth Side""},{""type"":""d3material"",""name"":""Material Bottom""},{""type"":""d3material"",""name"":""Material Side""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Cube,Node_3D_Mesh_Cube,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_cube.html,51b94e96d9670449ddf6d2cbe37cd270941a8696605917d44743fecee9ce0115,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""ivec3"",""name"":""Subdivision""},{""type"":""slider"",""name"":""Taper""},{""type"":""enum"",""name"":""Taper Axis""},{""type"":""enum"",""name"":""Material Mode""},{""type"":""d3material"",""name"":""Material""},{""type"":""d3material"",""name"":""Material Bottom""},{""type"":""d3material"",""name"":""Material Left""},{""type"":""d3material"",""name"":""Material Right""},{""type"":""d3material"",""name"":""Material Back""},{""type"":""d3material"",""name"":""Material Front""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Cylinder,Node_3D_Mesh_Cylinder,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_cylinder.html,ccb8b69c6493e7607512d3d71eebd2578abf31137c1716155ce2348f666959a4,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""int"",""name"":""Side""},{""type"":""bool"",""name"":""End Caps""},{""type"":""int"",""name"":""Segments""},{""type"":""curve"",""name"":""Profile""},{""type"":""bool"",""name"":""Smooth Side""},{""type"":""d3material"",""name"":""Material Top""},{""type"":""d3material"",""name"":""Material Bottom""},{""type"":""d3material"",""name"":""Material Side""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Plane,Node_3D_Mesh_Plane,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_plane.html,bb5f89ab2381c3ed9844671940b9679050ea7029b9bad8a99d1d0aa801b1ad95,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""enum"",""name"":""Normal""},{""type"":""bool"",""name"":""Both Side""},{""type"":""d3material"",""name"":""Material""},{""type"":""d3material"",""name"":""Back Material""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Icosphere,Node_3D_Mesh_Sphere_Ico,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_sphere_ico.html,624977f51f7579c5dabee70e46300abb42e43d78fb49d67a2f64ac13043f4cdd,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""int"",""name"":""Subdivision""},{""type"":""d3material"",""name"":""Material""},{""type"":""bool"",""name"":""Smooth Normal""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D UV Sphere,Node_3D_Mesh_Sphere_UV,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_sphere_uv.html,8faa6e9f2fd19bd87ac63b669adf6ca8d023584c1bc043eca70755e3e45dd07a,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""int"",""name"":""Horizontal Slices""},{""type"":""int"",""name"":""Vertical Slices""},{""type"":""d3material"",""name"":""Material""},{""type"":""bool"",""name"":""Smooth Normal""},{""type"":""enum"",""name"":""Projection""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
3d,3D Torus,Node_3D_Mesh_Torus,https://docs.pixel-composer.com/nodes/3d/mesh/primitive/3d_mesh_torus.html,46037335ad1d7fba0030d39a2133378bd17d56867cc05eb2faae012ff3ca1f4a,pre 1.18,"[{""type"":""vec3"",""name"":""Position""},{""type"":""vec3"",""name"":""Anchor""},{""type"":""quaternion"",""name"":""Rotation""},{""type"":""vec3"",""name"":""Scale""},{""type"":""int"",""name"":""Toroidal Slices""},{""type"":""int"",""name"":""Poloidal Slices""},{""type"":""float"",""name"":""Toroidal Radius""},{""type"":""slider"",""name"":""Poloidal Radius""},{""type"":""rotation"",""name"":""Toroidal Angle""},{""type"":""rotation"",""name"":""Poloidal Angle""},{""type"":""float"",""name"":""Twist""},{""type"":""bool"",""name"":""Smooth Normal""},{""type"":""d3material"",""name"":""Material""}]","[{""type"":""d3mesh"",""name"":""Mesh""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
